"","X","sensor_id","sensor_type","location","lat","lon","timestamp","P1","durP1","ratioP1","P2","durP2","ratioP2"
"369",369,34719,"SDS011",20946,52.51,13.318,"2021-09-29 15:51:44",33.6,NA,NA,22.13,NA,NA
"370",370,34719,"SDS011",20946,52.51,13.318,"2021-09-29 15:54:16",37.3,NA,NA,22.9,NA,NA
"371",371,34719,"SDS011",20946,52.51,13.318,"2021-09-29 15:56:47",40.85,NA,NA,23.48,NA,NA
"372",372,34719,"SDS011",20946,52.51,13.318,"2021-09-29 15:59:30",41.72,NA,NA,23.55,NA,NA
"373",373,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:02:06",39.5,NA,NA,23.88,NA,NA
"374",374,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:04:34",37.53,NA,NA,23.65,NA,NA
"375",375,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:07:15",38.33,NA,NA,23.6,NA,NA
"376",376,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:10:19",35.9,NA,NA,22.98,NA,NA
"377",377,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:12:45",37.3,NA,NA,23.88,NA,NA
"378",378,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:15:29",40.75,NA,NA,25.3,NA,NA
"379",379,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:17:58",38.28,NA,NA,24.23,NA,NA
"380",380,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:20:42",41.08,NA,NA,25.1,NA,NA
"381",381,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:23:27",44.2,NA,NA,25.8,NA,NA
"382",382,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:26:31",39.7,NA,NA,24.98,NA,NA
"383",383,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:29:12",47.2,NA,NA,27.08,NA,NA
"384",384,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:31:58",44.03,NA,NA,26.65,NA,NA
"385",385,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:34:34",49.35,NA,NA,29.05,NA,NA
"386",386,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:37:09",46.63,NA,NA,28.23,NA,NA
"387",387,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:39:45",46.17,NA,NA,27.67,NA,NA
"388",388,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:42:11",42.72,NA,NA,27.73,NA,NA
"389",389,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:44:36",49.97,NA,NA,28.9,NA,NA
"390",390,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:47:03",50.6,NA,NA,29.1,NA,NA
"391",391,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:49:29",49.83,NA,NA,29.15,NA,NA
"392",392,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:52:05",49.17,NA,NA,30,NA,NA
"393",393,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:54:53",49.97,NA,NA,29.52,NA,NA
"394",394,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:57:19",53.67,NA,NA,30.48,NA,NA
"395",395,34719,"SDS011",20946,52.51,13.318,"2021-09-29 16:59:59",52.45,NA,NA,30.95,NA,NA
"396",396,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:02:33",62.58,NA,NA,34.1,NA,NA
"397",397,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:04:59",59.53,NA,NA,36.22,NA,NA
"398",398,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:07:24",58.25,NA,NA,31.88,NA,NA
"399",399,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:09:53",55.42,NA,NA,31.92,NA,NA
"400",400,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:12:19",62.05,NA,NA,33.17,NA,NA
"401",401,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:14:44",60.83,NA,NA,34.45,NA,NA
"402",402,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:17:10",59.35,NA,NA,34.72,NA,NA
"403",403,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:19:36",57.6,NA,NA,32.83,NA,NA
"404",404,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:22:02",63.47,NA,NA,34.05,NA,NA
"405",405,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:24:35",63.28,NA,NA,33.83,NA,NA
"406",406,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:27:08",67,NA,NA,34.63,NA,NA
"407",407,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:29:36",67.13,NA,NA,34.63,NA,NA
"408",408,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:32:08",70.88,NA,NA,34.85,NA,NA
"409",409,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:34:41",64.13,NA,NA,35,NA,NA
"410",410,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:37:22",65.35,NA,NA,32.8,NA,NA
"411",411,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:40:22",62.38,NA,NA,33.83,NA,NA
"412",412,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:42:53",62.5,NA,NA,34.08,NA,NA
"413",413,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:45:38",63.4,NA,NA,32.85,NA,NA
"414",414,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:48:24",61.22,NA,NA,32.9,NA,NA
"415",415,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:50:58",62.67,NA,NA,32.58,NA,NA
"416",416,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:53:42",63.3,NA,NA,31.8,NA,NA
"417",417,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:56:08",61,NA,NA,30.6,NA,NA
"418",418,34719,"SDS011",20946,52.51,13.318,"2021-09-29 17:58:34",56.25,NA,NA,30.42,NA,NA
"419",419,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:01:03",56.92,NA,NA,29.1,NA,NA
"420",420,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:03:37",38.85,NA,NA,24.3,NA,NA
"421",421,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:06:10",25.58,NA,NA,16.23,NA,NA
"422",422,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:08:45",19.55,NA,NA,12.77,NA,NA
"423",423,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:11:12",9.73,NA,NA,6.1,NA,NA
"424",424,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:13:39",8.3,NA,NA,5.05,NA,NA
"425",425,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:16:06",4.57,NA,NA,3.35,NA,NA
"426",426,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:18:32",4.55,NA,NA,2.4,NA,NA
"427",427,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:21:02",3.3,NA,NA,2.4,NA,NA
"428",428,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:23:30",5.18,NA,NA,2.05,NA,NA
"429",429,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:25:57",2.9,NA,NA,1.83,NA,NA
"430",430,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:28:25",3.45,NA,NA,1.7,NA,NA
"431",431,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:30:51",4.43,NA,NA,1.65,NA,NA
"432",432,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:33:23",3.03,NA,NA,1.65,NA,NA
"433",433,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:35:51",2.72,NA,NA,1.5,NA,NA
"434",434,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:38:22",2.42,NA,NA,1.3,NA,NA
"435",435,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:40:56",3.15,NA,NA,1.98,NA,NA
"436",436,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:43:31",2.25,NA,NA,1.73,NA,NA
"437",437,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:45:58",4.9,NA,NA,1.8,NA,NA
"438",438,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:48:24",4.93,NA,NA,1.7,NA,NA
"439",439,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:50:53",4.6,NA,NA,1.67,NA,NA
"440",440,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:53:21",2.65,NA,NA,1.65,NA,NA
"441",441,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:55:55",5.03,NA,NA,2.13,NA,NA
"442",442,34719,"SDS011",20946,52.51,13.318,"2021-09-29 18:58:41",2.6,NA,NA,1.6,NA,NA
"443",443,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:01:25",4.63,NA,NA,2.3,NA,NA
"444",444,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:04:10",5.3,NA,NA,2.1,NA,NA
"445",445,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:06:55",3.22,NA,NA,2.45,NA,NA
"446",446,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:09:39",5.1,NA,NA,2.2,NA,NA
"447",447,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:12:05",6.15,NA,NA,2.9,NA,NA
"448",448,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:14:34",4.35,NA,NA,2.28,NA,NA
"449",449,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:17:02",7.47,NA,NA,2.7,NA,NA
"450",450,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:19:28",5.32,NA,NA,2.6,NA,NA
"451",451,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:21:54",5.3,NA,NA,2.47,NA,NA
"452",452,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:24:24",4.7,NA,NA,2.5,NA,NA
"453",453,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:26:49",5.38,NA,NA,2.58,NA,NA
"454",454,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:29:15",3.03,NA,NA,2.3,NA,NA
"455",455,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:31:41",5.32,NA,NA,2.5,NA,NA
"456",456,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:34:12",3.97,NA,NA,2.6,NA,NA
"457",457,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:36:39",4.25,NA,NA,2.5,NA,NA
"458",458,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:39:11",5.3,NA,NA,2.57,NA,NA
"459",459,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:41:36",4.2,NA,NA,2.78,NA,NA
"460",460,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:44:03",8.43,NA,NA,2.65,NA,NA
"461",461,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:46:31",4,NA,NA,2.55,NA,NA
"462",462,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:49:07",5.2,NA,NA,2.7,NA,NA
"463",463,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:51:56",5.1,NA,NA,2.38,NA,NA
"464",464,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:54:41",3.3,NA,NA,2.1,NA,NA
"465",465,34719,"SDS011",20946,52.51,13.318,"2021-09-29 19:57:24",5.65,NA,NA,2.2,NA,NA
"466",466,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:00:09",3.17,NA,NA,2.22,NA,NA
"467",467,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:02:59",2.6,NA,NA,2.1,NA,NA
"468",468,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:08:38",4.05,NA,NA,2.17,NA,NA
"469",469,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:11:03",5.88,NA,NA,2.63,NA,NA
"470",470,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:13:30",5.4,NA,NA,2.35,NA,NA
"471",471,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:15:58",5.5,NA,NA,2.13,NA,NA
"472",472,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:18:24",3.33,NA,NA,2.17,NA,NA
"473",473,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:20:50",3.3,NA,NA,2.45,NA,NA
"474",474,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:23:16",4.1,NA,NA,2.13,NA,NA
"475",475,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:25:43",2.8,NA,NA,2.33,NA,NA
"476",476,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:28:08",3.78,NA,NA,2.67,NA,NA
"477",477,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:30:34",2.4,NA,NA,1.92,NA,NA
"478",478,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:33:14",2.97,NA,NA,2.5,NA,NA
"479",479,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:35:55",3.55,NA,NA,2.53,NA,NA
"480",480,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:38:26",3.95,NA,NA,2.17,NA,NA
"481",481,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:41:11",3.22,NA,NA,2.2,NA,NA
"482",482,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:43:55",3.15,NA,NA,2.38,NA,NA
"483",483,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:46:24",4,NA,NA,2.6,NA,NA
"484",484,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:48:51",4.4,NA,NA,2.22,NA,NA
"485",485,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:51:17",3.08,NA,NA,2.4,NA,NA
"486",486,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:53:44",3.45,NA,NA,2.2,NA,NA
"487",487,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:56:10",2.8,NA,NA,2.35,NA,NA
"488",488,34719,"SDS011",20946,52.51,13.318,"2021-09-29 20:58:37",3.8,NA,NA,2.05,NA,NA
"489",489,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:01:03",3.78,NA,NA,2.38,NA,NA
"490",490,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:03:36",4.8,NA,NA,2.58,NA,NA
"491",491,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:06:02",2.58,NA,NA,2.38,NA,NA
"492",492,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:08:28",5,NA,NA,2.58,NA,NA
"493",493,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:10:57",2.7,NA,NA,2.3,NA,NA
"494",494,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:13:30",4.85,NA,NA,2.63,NA,NA
"495",495,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:15:58",3.4,NA,NA,2.73,NA,NA
"496",496,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:18:36",5.53,NA,NA,2.65,NA,NA
"497",497,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:21:02",3.1,NA,NA,2.8,NA,NA
"498",498,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:23:27",4.5,NA,NA,2.78,NA,NA
"499",499,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:25:53",4.7,NA,NA,2.6,NA,NA
"500",500,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:28:18",4.05,NA,NA,2.78,NA,NA
"501",501,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:30:45",8.8,NA,NA,2.83,NA,NA
"502",502,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:33:16",4,NA,NA,2.67,NA,NA
"503",503,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:35:48",5.4,NA,NA,2.63,NA,NA
"504",504,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:38:13",3.75,NA,NA,2.45,NA,NA
"505",505,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:40:51",4.7,NA,NA,2.2,NA,NA
"506",506,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:43:37",4.35,NA,NA,2.25,NA,NA
"507",507,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:46:17",4.2,NA,NA,2.38,NA,NA
"508",508,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:48:59",4.85,NA,NA,2.4,NA,NA
"509",509,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:52:00",3.1,NA,NA,2.2,NA,NA
"510",510,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:54:44",2.4,NA,NA,2,NA,NA
"511",511,34719,"SDS011",20946,52.51,13.318,"2021-09-29 21:57:28",2.42,NA,NA,2.2,NA,NA
"512",512,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:00:13",3.03,NA,NA,2.3,NA,NA
"513",513,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:02:51",3.8,NA,NA,2.2,NA,NA
"514",514,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:05:35",3.17,NA,NA,2.2,NA,NA
"515",515,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:08:20",6.43,NA,NA,2.58,NA,NA
"516",516,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:11:04",3.22,NA,NA,2.28,NA,NA
"517",517,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:13:49",8.32,NA,NA,2.33,NA,NA
"518",518,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:16:49",4.8,NA,NA,2.4,NA,NA
"519",519,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:19:15",3.75,NA,NA,2.4,NA,NA
"520",520,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:21:46",2.6,NA,NA,2.4,NA,NA
"521",521,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:24:12",4.3,NA,NA,2.5,NA,NA
"522",522,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:26:56",5.43,NA,NA,2.38,NA,NA
"523",523,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:29:40",3.17,NA,NA,2.45,NA,NA
"524",524,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:32:24",4,NA,NA,2.55,NA,NA
"525",525,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:35:15",6.53,NA,NA,2.75,NA,NA
"526",526,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:38:00",6.78,NA,NA,2.83,NA,NA
"527",527,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:40:44",3.17,NA,NA,2.4,NA,NA
"528",528,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:43:28",3.53,NA,NA,2.97,NA,NA
"529",529,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:46:06",4.53,NA,NA,2.92,NA,NA
"530",530,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:48:50",4.2,NA,NA,2.8,NA,NA
"531",531,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:51:34",7.7,NA,NA,2.8,NA,NA
"532",532,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:54:23",3.4,NA,NA,2.7,NA,NA
"533",533,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:57:08",2.9,NA,NA,2.4,NA,NA
"534",534,34719,"SDS011",20946,52.51,13.318,"2021-09-29 22:59:54",4.72,NA,NA,2.45,NA,NA
"535",535,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:02:30",7.28,NA,NA,2.9,NA,NA
"536",536,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:05:15",5.43,NA,NA,2.88,NA,NA
"537",537,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:07:54",4.25,NA,NA,2.85,NA,NA
"538",538,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:10:27",3.72,NA,NA,2.8,NA,NA
"539",539,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:13:05",5.3,NA,NA,2.6,NA,NA
"540",540,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:15:46",4.85,NA,NA,2.97,NA,NA
"541",541,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:18:30",4.45,NA,NA,2.35,NA,NA
"542",542,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:21:14",4.07,NA,NA,2.45,NA,NA
"543",543,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:23:58",6.63,NA,NA,2.42,NA,NA
"544",544,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:26:43",3.8,NA,NA,2.3,NA,NA
"545",545,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:29:27",3.83,NA,NA,2.1,NA,NA
"546",546,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:32:11",6.75,NA,NA,2.5,NA,NA
"547",547,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:34:59",2.95,NA,NA,2.13,NA,NA
"548",548,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:37:25",3.83,NA,NA,2.33,NA,NA
"549",549,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:39:57",4.28,NA,NA,2.28,NA,NA
"550",550,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:42:25",3.55,NA,NA,2.17,NA,NA
"551",551,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:44:51",5.93,NA,NA,2.33,NA,NA
"552",552,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:47:19",4.88,NA,NA,2.55,NA,NA
"553",553,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:49:45",3.6,NA,NA,2.3,NA,NA
"554",554,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:52:10",3.35,NA,NA,2.4,NA,NA
"555",555,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:54:36",4.4,NA,NA,2.67,NA,NA
"556",556,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:57:02",5.32,NA,NA,2.9,NA,NA
"557",557,34719,"SDS011",20946,52.51,13.318,"2021-09-29 23:59:29",4.07,NA,NA,2.4,NA,NA
